job_name	vcf_file	region	output_base
Chromosome2-222	Chromosome_2_RagTag-222.vcf.gz	Chromosome_2_RagTag:57000001-59000000	Chromosome2-222_out
Chromosome2-223	Chromosome_2_RagTag-223.vcf.gz	Chromosome_2_RagTag:58900001-60900000	Chromosome2-223_out
Chromosome2-224	Chromosome_2_RagTag-224.vcf.gz	Chromosome_2_RagTag:60800001-62800000	Chromosome2-224_out
Chromosome2-225	Chromosome_2_RagTag-225.vcf.gz	Chromosome_2_RagTag:62700001-64700000	Chromosome2-225_out
Chromosome2-226	Chromosome_2_RagTag-226.vcf.gz	Chromosome_2_RagTag:64600001-66600000	Chromosome2-226_out
Chromosome2-227	Chromosome_2_RagTag-227.vcf.gz	Chromosome_2_RagTag:66500001-68500000	Chromosome2-227_out
Chromosome2-228	Chromosome_2_RagTag-228.vcf.gz	Chromosome_2_RagTag:68400001-70400000	Chromosome2-228_out
Chromosome2-229	Chromosome_2_RagTag-229.vcf.gz	Chromosome_2_RagTag:70300001-72300000	Chromosome2-229_out
Chromosome2-230	Chromosome_2_RagTag-230.vcf.gz	Chromosome_2_RagTag:72200001-74200000	Chromosome2-230_out
Chromosome2-231	Chromosome_2_RagTag-231.vcf.gz	Chromosome_2_RagTag:74100001-76100000	Chromosome2-231_out
Chromosome2-232	Chromosome_2_RagTag-232.vcf.gz	Chromosome_2_RagTag:76000001-78000000	Chromosome2-232_out
Chromosome2-233	Chromosome_2_RagTag-233.vcf.gz	Chromosome_2_RagTag:77900001-79900000	Chromosome2-233_out
Chromosome2-234	Chromosome_2_RagTag-234.vcf.gz	Chromosome_2_RagTag:79800001-81800000	Chromosome2-234_out
Chromosome2-235	Chromosome_2_RagTag-235.vcf.gz	Chromosome_2_RagTag:81700001-83700000	Chromosome2-235_out
Chromosome2-236	Chromosome_2_RagTag-236.vcf.gz	Chromosome_2_RagTag:83600001-85600000	Chromosome2-236_out
Chromosome2-237	Chromosome_2_RagTag-237.vcf.gz	Chromosome_2_RagTag:85500001-87500000	Chromosome2-237_out
Chromosome2-238	Chromosome_2_RagTag-238.vcf.gz	Chromosome_2_RagTag:87400001-89400000	Chromosome2-238_out
Chromosome2-239	Chromosome_2_RagTag-239.vcf.gz	Chromosome_2_RagTag:89300001-91300000	Chromosome2-239_out
Chromosome2-240	Chromosome_2_RagTag-240.vcf.gz	Chromosome_2_RagTag:91200001-93200000	Chromosome2-240_out
Chromosome2-241	Chromosome_2_RagTag-241.vcf.gz	Chromosome_2_RagTag:93100001-95100000	Chromosome2-241_out
Chromosome2-242	Chromosome_2_RagTag-242.vcf.gz	Chromosome_2_RagTag:95000001-97000000	Chromosome2-242_out
Chromosome2-243	Chromosome_2_RagTag-243.vcf.gz	Chromosome_2_RagTag:96900001-98900000	Chromosome2-243_out
Chromosome2-244	Chromosome_2_RagTag-244.vcf.gz	Chromosome_2_RagTag:98800001-100800000	Chromosome2-244_out
Chromosome2-245	Chromosome_2_RagTag-245.vcf.gz	Chromosome_2_RagTag:100700001-102700000	Chromosome2-245_out
Chromosome2-246	Chromosome_2_RagTag-246.vcf.gz	Chromosome_2_RagTag:102600001-104600000	Chromosome2-246_out
Chromosome2-247	Chromosome_2_RagTag-247.vcf.gz	Chromosome_2_RagTag:104500001-106500000	Chromosome2-247_out
Chromosome2-248	Chromosome_2_RagTag-248.vcf.gz	Chromosome_2_RagTag:106400001-108400000	Chromosome2-248_out
Chromosome2-249	Chromosome_2_RagTag-249.vcf.gz	Chromosome_2_RagTag:108300001-110300000	Chromosome2-249_out
Chromosome2-250	Chromosome_2_RagTag-250.vcf.gz	Chromosome_2_RagTag:110200001-112200000	Chromosome2-250_out
Chromosome2-251	Chromosome_2_RagTag-251.vcf.gz	Chromosome_2_RagTag:112100001-114100000	Chromosome2-251_out
Chromosome2-252	Chromosome_2_RagTag-252.vcf.gz	Chromosome_2_RagTag:114000001-116000000	Chromosome2-252_out
Chromosome2-253	Chromosome_2_RagTag-253.vcf.gz	Chromosome_2_RagTag:115900001-117900000	Chromosome2-253_out
Chromosome2-254	Chromosome_2_RagTag-254.vcf.gz	Chromosome_2_RagTag:117800001-119800000	Chromosome2-254_out
Chromosome2-255	Chromosome_2_RagTag-255.vcf.gz	Chromosome_2_RagTag:119700001-121700000	Chromosome2-255_out
Chromosome2-256	Chromosome_2_RagTag-256.vcf.gz	Chromosome_2_RagTag:121600001-123600000	Chromosome2-256_out
Chromosome2-257	Chromosome_2_RagTag-257.vcf.gz	Chromosome_2_RagTag:123500001-125378634	Chromosome2-257_out
Chromosome20-258	Chromosome_20_RagTag-258.vcf.gz	Chromosome_20_RagTag:1-2000000	Chromosome20-258_out
Chromosome20-259	Chromosome_20_RagTag-259.vcf.gz	Chromosome_20_RagTag:1900001-3900000	Chromosome20-259_out
Chromosome20-260	Chromosome_20_RagTag-260.vcf.gz	Chromosome_20_RagTag:3800001-5800000	Chromosome20-260_out
Chromosome20-261	Chromosome_20_RagTag-261.vcf.gz	Chromosome_20_RagTag:5700001-7700000	Chromosome20-261_out
Chromosome20-262	Chromosome_20_RagTag-262.vcf.gz	Chromosome_20_RagTag:7600001-9600000	Chromosome20-262_out
Chromosome20-263	Chromosome_20_RagTag-263.vcf.gz	Chromosome_20_RagTag:9500001-11500000	Chromosome20-263_out
Chromosome20-264	Chromosome_20_RagTag-264.vcf.gz	Chromosome_20_RagTag:11400001-13400000	Chromosome20-264_out
Chromosome20-265	Chromosome_20_RagTag-265.vcf.gz	Chromosome_20_RagTag:13300001-13871778	Chromosome20-265_out
Chromosome21-266	Chromosome_21_RagTag-266.vcf.gz	Chromosome_21_RagTag:1-2000000	Chromosome21-266_out
Chromosome21-267	Chromosome_21_RagTag-267.vcf.gz	Chromosome_21_RagTag:1900001-3900000	Chromosome21-267_out
Chromosome21-268	Chromosome_21_RagTag-268.vcf.gz	Chromosome_21_RagTag:3800001-5800000	Chromosome21-268_out
Chromosome21-269	Chromosome_21_RagTag-269.vcf.gz	Chromosome_21_RagTag:5700001-7700000	Chromosome21-269_out
Chromosome21-270	Chromosome_21_RagTag-270.vcf.gz	Chromosome_21_RagTag:7600001-9600000	Chromosome21-270_out
Chromosome21-271	Chromosome_21_RagTag-271.vcf.gz	Chromosome_21_RagTag:9500001-11500000	Chromosome21-271_out
Chromosome21-272	Chromosome_21_RagTag-272.vcf.gz	Chromosome_21_RagTag:11400001-12588068	Chromosome21-272_out
Chromosome22-273	Chromosome_22_RagTag-273.vcf.gz	Chromosome_22_RagTag:1-2000000	Chromosome22-273_out
Chromosome22-274	Chromosome_22_RagTag-274.vcf.gz	Chromosome_22_RagTag:1900001-3900000	Chromosome22-274_out
Chromosome22-275	Chromosome_22_RagTag-275.vcf.gz	Chromosome_22_RagTag:3800001-5800000	Chromosome22-275_out
Chromosome22-276	Chromosome_22_RagTag-276.vcf.gz	Chromosome_22_RagTag:5700001-7700000	Chromosome22-276_out
Chromosome22-277	Chromosome_22_RagTag-277.vcf.gz	Chromosome_22_RagTag:7600001-8390910	Chromosome22-277_out
Chromosome23-278	Chromosome_23_RagTag-278.vcf.gz	Chromosome_23_RagTag:1-2000000	Chromosome23-278_out
Chromosome23-279	Chromosome_23_RagTag-279.vcf.gz	Chromosome_23_RagTag:1900001-3900000	Chromosome23-279_out
Chromosome23-280	Chromosome_23_RagTag-280.vcf.gz	Chromosome_23_RagTag:3800001-5800000	Chromosome23-280_out
Chromosome23-281	Chromosome_23_RagTag-281.vcf.gz	Chromosome_23_RagTag:5700001-7525541	Chromosome23-281_out
Chromosome24-282	Chromosome_24_RagTag-282.vcf.gz	Chromosome_24_RagTag:1-2000000	Chromosome24-282_out
Chromosome24-283	Chromosome_24_RagTag-283.vcf.gz	Chromosome_24_RagTag:1900001-3900000	Chromosome24-283_out
Chromosome24-284	Chromosome_24_RagTag-284.vcf.gz	Chromosome_24_RagTag:3800001-5800000	Chromosome24-284_out
Chromosome24-285	Chromosome_24_RagTag-285.vcf.gz	Chromosome_24_RagTag:5700001-7700000	Chromosome24-285_out
Chromosome24-286	Chromosome_24_RagTag-286.vcf.gz	Chromosome_24_RagTag:7600001-8181269	Chromosome24-286_out
Chromosome25-287	Chromosome_25_RagTag-287.vcf.gz	Chromosome_25_RagTag:1-2000000	Chromosome25-287_out
Chromosome25-288	Chromosome_25_RagTag-288.vcf.gz	Chromosome_25_RagTag:1900001-3900000	Chromosome25-288_out
Chromosome25-289	Chromosome_25_RagTag-289.vcf.gz	Chromosome_25_RagTag:3800001-5800000	Chromosome25-289_out
Chromosome25-290	Chromosome_25_RagTag-290.vcf.gz	Chromosome_25_RagTag:5700001-6911483	Chromosome25-290_out
Chromosome26-291	Chromosome_26_RagTag-291.vcf.gz	Chromosome_26_RagTag:1-2000000	Chromosome26-291_out
Chromosome26-292	Chromosome_26_RagTag-292.vcf.gz	Chromosome_26_RagTag:1900001-3900000	Chromosome26-292_out
Chromosome26-293	Chromosome_26_RagTag-293.vcf.gz	Chromosome_26_RagTag:3800001-5800000	Chromosome26-293_out
Chromosome26-294	Chromosome_26_RagTag-294.vcf.gz	Chromosome_26_RagTag:5700001-7633043	Chromosome26-294_out
Chromosome26-295	Chromosome_26_RagTag-295.vcf.gz	Chromosome_26_RagTag:7600001-7633043	Chromosome26-295_out
Chromosome27-296	Chromosome_27_RagTag-296.vcf.gz	Chromosome_27_RagTag:1-2000000	Chromosome27-296_out
Chromosome27-297	Chromosome_27_RagTag-297.vcf.gz	Chromosome_27_RagTag:1900001-3900000	Chromosome27-297_out
Chromosome27-298	Chromosome_27_RagTag-298.vcf.gz	Chromosome_27_RagTag:3800001-5800000	Chromosome27-298_out
Chromosome27-299	Chromosome_27_RagTag-299.vcf.gz	Chromosome_27_RagTag:5700001-6465173	Chromosome27-299_out
Chromosome28-300	Chromosome_28_RagTag-300.vcf.gz	Chromosome_28_RagTag:1-2000000	Chromosome28-300_out
Chromosome28-301	Chromosome_28_RagTag-301.vcf.gz	Chromosome_28_RagTag:1900001-3900000	Chromosome28-301_out
Chromosome28-302	Chromosome_28_RagTag-302.vcf.gz	Chromosome_28_RagTag:3800001-5673449	Chromosome28-302_out
Chromosome29-303	Chromosome_29_RagTag-303.vcf.gz	Chromosome_29_RagTag:1-2000000	Chromosome29-303_out
Chromosome29-304	Chromosome_29_RagTag-304.vcf.gz	Chromosome_29_RagTag:1900001-3804935	Chromosome29-304_out
Chromosome29-305	Chromosome_29_RagTag-305.vcf.gz	Chromosome_29_RagTag:3800001-3804935	Chromosome29-305_out
Chromosome3-306	Chromosome_3_RagTag-306.vcf.gz	Chromosome_3_RagTag:1-2000000	Chromosome3-306_out
Chromosome3-307	Chromosome_3_RagTag-307.vcf.gz	Chromosome_3_RagTag:1900001-3900000	Chromosome3-307_out
Chromosome3-308	Chromosome_3_RagTag-308.vcf.gz	Chromosome_3_RagTag:3800001-5800000	Chromosome3-308_out
Chromosome3-309	Chromosome_3_RagTag-309.vcf.gz	Chromosome_3_RagTag:5700001-7700000	Chromosome3-309_out
Chromosome3-310	Chromosome_3_RagTag-310.vcf.gz	Chromosome_3_RagTag:7600001-9600000	Chromosome3-310_out
Chromosome3-311	Chromosome_3_RagTag-311.vcf.gz	Chromosome_3_RagTag:9500001-11500000	Chromosome3-311_out
Chromosome3-312	Chromosome_3_RagTag-312.vcf.gz	Chromosome_3_RagTag:11400001-13400000	Chromosome3-312_out
Chromosome3-313	Chromosome_3_RagTag-313.vcf.gz	Chromosome_3_RagTag:13300001-15300000	Chromosome3-313_out
Chromosome3-314	Chromosome_3_RagTag-314.vcf.gz	Chromosome_3_RagTag:15200001-17200000	Chromosome3-314_out
Chromosome3-315	Chromosome_3_RagTag-315.vcf.gz	Chromosome_3_RagTag:17100001-19100000	Chromosome3-315_out
Chromosome3-316	Chromosome_3_RagTag-316.vcf.gz	Chromosome_3_RagTag:19000001-21000000	Chromosome3-316_out
Chromosome3-317	Chromosome_3_RagTag-317.vcf.gz	Chromosome_3_RagTag:20900001-22900000	Chromosome3-317_out
Chromosome3-318	Chromosome_3_RagTag-318.vcf.gz	Chromosome_3_RagTag:22800001-24800000	Chromosome3-318_out
Chromosome3-319	Chromosome_3_RagTag-319.vcf.gz	Chromosome_3_RagTag:24700001-26700000	Chromosome3-319_out
Chromosome3-320	Chromosome_3_RagTag-320.vcf.gz	Chromosome_3_RagTag:26600001-28600000	Chromosome3-320_out
Chromosome3-321	Chromosome_3_RagTag-321.vcf.gz	Chromosome_3_RagTag:28500001-30500000	Chromosome3-321_out
Chromosome3-322	Chromosome_3_RagTag-322.vcf.gz	Chromosome_3_RagTag:30400001-32400000	Chromosome3-322_out
Chromosome3-323	Chromosome_3_RagTag-323.vcf.gz	Chromosome_3_RagTag:32300001-34300000	Chromosome3-323_out
Chromosome3-324	Chromosome_3_RagTag-324.vcf.gz	Chromosome_3_RagTag:34200001-36200000	Chromosome3-324_out
Chromosome3-325	Chromosome_3_RagTag-325.vcf.gz	Chromosome_3_RagTag:36100001-38100000	Chromosome3-325_out
Chromosome3-326	Chromosome_3_RagTag-326.vcf.gz	Chromosome_3_RagTag:38000001-40000000	Chromosome3-326_out
Chromosome3-327	Chromosome_3_RagTag-327.vcf.gz	Chromosome_3_RagTag:39900001-41900000	Chromosome3-327_out
Chromosome3-328	Chromosome_3_RagTag-328.vcf.gz	Chromosome_3_RagTag:41800001-43800000	Chromosome3-328_out
Chromosome3-329	Chromosome_3_RagTag-329.vcf.gz	Chromosome_3_RagTag:43700001-45700000	Chromosome3-329_out
Chromosome3-330	Chromosome_3_RagTag-330.vcf.gz	Chromosome_3_RagTag:45600001-47600000	Chromosome3-330_out
Chromosome3-331	Chromosome_3_RagTag-331.vcf.gz	Chromosome_3_RagTag:47500001-49500000	Chromosome3-331_out
Chromosome3-332	Chromosome_3_RagTag-332.vcf.gz	Chromosome_3_RagTag:49400001-51400000	Chromosome3-332_out
Chromosome3-333	Chromosome_3_RagTag-333.vcf.gz	Chromosome_3_RagTag:51300001-53300000	Chromosome3-333_out
Chromosome3-334	Chromosome_3_RagTag-334.vcf.gz	Chromosome_3_RagTag:53200001-55200000	Chromosome3-334_out
Chromosome3-335	Chromosome_3_RagTag-335.vcf.gz	Chromosome_3_RagTag:55100001-57100000	Chromosome3-335_out
Chromosome3-336	Chromosome_3_RagTag-336.vcf.gz	Chromosome_3_RagTag:57000001-59000000	Chromosome3-336_out
Chromosome3-337	Chromosome_3_RagTag-337.vcf.gz	Chromosome_3_RagTag:58900001-60900000	Chromosome3-337_out
Chromosome3-338	Chromosome_3_RagTag-338.vcf.gz	Chromosome_3_RagTag:60800001-62800000	Chromosome3-338_out
Chromosome3-339	Chromosome_3_RagTag-339.vcf.gz	Chromosome_3_RagTag:62700001-64700000	Chromosome3-339_out
Chromosome3-340	Chromosome_3_RagTag-340.vcf.gz	Chromosome_3_RagTag:64600001-66600000	Chromosome3-340_out
Chromosome3-341	Chromosome_3_RagTag-341.vcf.gz	Chromosome_3_RagTag:66500001-68500000	Chromosome3-341_out
Chromosome3-342	Chromosome_3_RagTag-342.vcf.gz	Chromosome_3_RagTag:68400001-70400000	Chromosome3-342_out
Chromosome3-343	Chromosome_3_RagTag-343.vcf.gz	Chromosome_3_RagTag:70300001-72300000	Chromosome3-343_out
Chromosome3-344	Chromosome_3_RagTag-344.vcf.gz	Chromosome_3_RagTag:72200001-74200000	Chromosome3-344_out
Chromosome3-345	Chromosome_3_RagTag-345.vcf.gz	Chromosome_3_RagTag:74100001-76100000	Chromosome3-345_out
Chromosome3-346	Chromosome_3_RagTag-346.vcf.gz	Chromosome_3_RagTag:76000001-78000000	Chromosome3-346_out
Chromosome3-347	Chromosome_3_RagTag-347.vcf.gz	Chromosome_3_RagTag:77900001-79900000	Chromosome3-347_out
Chromosome3-348	Chromosome_3_RagTag-348.vcf.gz	Chromosome_3_RagTag:79800001-81800000	Chromosome3-348_out
Chromosome3-349	Chromosome_3_RagTag-349.vcf.gz	Chromosome_3_RagTag:81700001-83700000	Chromosome3-349_out
Chromosome3-350	Chromosome_3_RagTag-350.vcf.gz	Chromosome_3_RagTag:83600001-85600000	Chromosome3-350_out
Chromosome3-351	Chromosome_3_RagTag-351.vcf.gz	Chromosome_3_RagTag:85500001-87500000	Chromosome3-351_out
Chromosome3-352	Chromosome_3_RagTag-352.vcf.gz	Chromosome_3_RagTag:87400001-89400000	Chromosome3-352_out
Chromosome3-353	Chromosome_3_RagTag-353.vcf.gz	Chromosome_3_RagTag:89300001-91300000	Chromosome3-353_out
Chromosome3-354	Chromosome_3_RagTag-354.vcf.gz	Chromosome_3_RagTag:91200001-93200000	Chromosome3-354_out
Chromosome3-355	Chromosome_3_RagTag-355.vcf.gz	Chromosome_3_RagTag:93100001-95100000	Chromosome3-355_out
Chromosome3-356	Chromosome_3_RagTag-356.vcf.gz	Chromosome_3_RagTag:95000001-97000000	Chromosome3-356_out
Chromosome3-357	Chromosome_3_RagTag-357.vcf.gz	Chromosome_3_RagTag:96900001-98900000	Chromosome3-357_out
Chromosome3-358	Chromosome_3_RagTag-358.vcf.gz	Chromosome_3_RagTag:98800001-100800000	Chromosome3-358_out
Chromosome3-359	Chromosome_3_RagTag-359.vcf.gz	Chromosome_3_RagTag:100700001-102700000	Chromosome3-359_out
Chromosome3-360	Chromosome_3_RagTag-360.vcf.gz	Chromosome_3_RagTag:102600001-104600000	Chromosome3-360_out
Chromosome3-361	Chromosome_3_RagTag-361.vcf.gz	Chromosome_3_RagTag:104500001-106500000	Chromosome3-361_out
Chromosome3-362	Chromosome_3_RagTag-362.vcf.gz	Chromosome_3_RagTag:106400001-108400000	Chromosome3-362_out
Chromosome3-363	Chromosome_3_RagTag-363.vcf.gz	Chromosome_3_RagTag:108300001-110300000	Chromosome3-363_out
Chromosome3-364	Chromosome_3_RagTag-364.vcf.gz	Chromosome_3_RagTag:110200001-112200000	Chromosome3-364_out
Chromosome3-365	Chromosome_3_RagTag-365.vcf.gz	Chromosome_3_RagTag:112100001-114100000	Chromosome3-365_out
Chromosome3-366	Chromosome_3_RagTag-366.vcf.gz	Chromosome_3_RagTag:114000001-116000000	Chromosome3-366_out
Chromosome3-367	Chromosome_3_RagTag-367.vcf.gz	Chromosome_3_RagTag:115900001-117541944	Chromosome3-367_out
Chromosome30-368	Chromosome_30_RagTag-368.vcf.gz	Chromosome_30_RagTag:1-2000000	Chromosome30-368_out
Chromosome30-369	Chromosome_30_RagTag-369.vcf.gz	Chromosome_30_RagTag:1900001-2965241	Chromosome30-369_out
Chromosome31-370	Chromosome_31_RagTag-370.vcf.gz	Chromosome_31_RagTag:1-2000000	Chromosome31-370_out
Chromosome31-371	Chromosome_31_RagTag-371.vcf.gz	Chromosome_31_RagTag:1900001-3900000	Chromosome31-371_out
Chromosome31-372	Chromosome_31_RagTag-372.vcf.gz	Chromosome_31_RagTag:3800001-5417178	Chromosome31-372_out
Chromosome32-373	Chromosome_32_RagTag-373.vcf.gz	Chromosome_32_RagTag:1-2000000	Chromosome32-373_out
Chromosome32-374	Chromosome_32_RagTag-374.vcf.gz	Chromosome_32_RagTag:1900001-3900000	Chromosome32-374_out
Chromosome32-375	Chromosome_32_RagTag-375.vcf.gz	Chromosome_32_RagTag:3800001-5400355	Chromosome32-375_out
Chromosome33-376	Chromosome_33_RagTag-376.vcf.gz	Chromosome_33_RagTag:1-2000000	Chromosome33-376_out
Chromosome33-377	Chromosome_33_RagTag-377.vcf.gz	Chromosome_33_RagTag:1900001-2809104	Chromosome33-377_out
Chromosome4-378	Chromosome_4_RagTag-378.vcf.gz	Chromosome_4_RagTag:1-2000000	Chromosome4-378_out
Chromosome4-379	Chromosome_4_RagTag-379.vcf.gz	Chromosome_4_RagTag:1900001-3900000	Chromosome4-379_out
Chromosome4-380	Chromosome_4_RagTag-380.vcf.gz	Chromosome_4_RagTag:3800001-5800000	Chromosome4-380_out
Chromosome4-381	Chromosome_4_RagTag-381.vcf.gz	Chromosome_4_RagTag:5700001-7700000	Chromosome4-381_out
Chromosome4-382	Chromosome_4_RagTag-382.vcf.gz	Chromosome_4_RagTag:7600001-9600000	Chromosome4-382_out
Chromosome4-383	Chromosome_4_RagTag-383.vcf.gz	Chromosome_4_RagTag:9500001-11500000	Chromosome4-383_out
Chromosome4-384	Chromosome_4_RagTag-384.vcf.gz	Chromosome_4_RagTag:11400001-13400000	Chromosome4-384_out
Chromosome4-385	Chromosome_4_RagTag-385.vcf.gz	Chromosome_4_RagTag:13300001-15300000	Chromosome4-385_out
Chromosome4-386	Chromosome_4_RagTag-386.vcf.gz	Chromosome_4_RagTag:15200001-17200000	Chromosome4-386_out
Chromosome4-387	Chromosome_4_RagTag-387.vcf.gz	Chromosome_4_RagTag:17100001-19100000	Chromosome4-387_out
Chromosome4-388	Chromosome_4_RagTag-388.vcf.gz	Chromosome_4_RagTag:19000001-21000000	Chromosome4-388_out
Chromosome4-389	Chromosome_4_RagTag-389.vcf.gz	Chromosome_4_RagTag:20900001-22900000	Chromosome4-389_out
Chromosome4-390	Chromosome_4_RagTag-390.vcf.gz	Chromosome_4_RagTag:22800001-24800000	Chromosome4-390_out
Chromosome4-391	Chromosome_4_RagTag-391.vcf.gz	Chromosome_4_RagTag:24700001-26700000	Chromosome4-391_out
Chromosome4-392	Chromosome_4_RagTag-392.vcf.gz	Chromosome_4_RagTag:26600001-28600000	Chromosome4-392_out
Chromosome4-393	Chromosome_4_RagTag-393.vcf.gz	Chromosome_4_RagTag:28500001-30500000	Chromosome4-393_out
Chromosome4-394	Chromosome_4_RagTag-394.vcf.gz	Chromosome_4_RagTag:30400001-32400000	Chromosome4-394_out
Chromosome4-395	Chromosome_4_RagTag-395.vcf.gz	Chromosome_4_RagTag:32300001-34300000	Chromosome4-395_out
Chromosome4-396	Chromosome_4_RagTag-396.vcf.gz	Chromosome_4_RagTag:34200001-36200000	Chromosome4-396_out
Chromosome4-397	Chromosome_4_RagTag-397.vcf.gz	Chromosome_4_RagTag:36100001-38100000	Chromosome4-397_out
Chromosome4-398	Chromosome_4_RagTag-398.vcf.gz	Chromosome_4_RagTag:38000001-40000000	Chromosome4-398_out
Chromosome4-399	Chromosome_4_RagTag-399.vcf.gz	Chromosome_4_RagTag:39900001-41900000	Chromosome4-399_out
Chromosome4-400	Chromosome_4_RagTag-400.vcf.gz	Chromosome_4_RagTag:41800001-43800000	Chromosome4-400_out
Chromosome4-401	Chromosome_4_RagTag-401.vcf.gz	Chromosome_4_RagTag:43700001-45700000	Chromosome4-401_out
Chromosome4-402	Chromosome_4_RagTag-402.vcf.gz	Chromosome_4_RagTag:45600001-47600000	Chromosome4-402_out
Chromosome4-403	Chromosome_4_RagTag-403.vcf.gz	Chromosome_4_RagTag:47500001-49500000	Chromosome4-403_out
Chromosome4-404	Chromosome_4_RagTag-404.vcf.gz	Chromosome_4_RagTag:49400001-51400000	Chromosome4-404_out
Chromosome4-405	Chromosome_4_RagTag-405.vcf.gz	Chromosome_4_RagTag:51300001-53300000	Chromosome4-405_out
Chromosome4-406	Chromosome_4_RagTag-406.vcf.gz	Chromosome_4_RagTag:53200001-55200000	Chromosome4-406_out
Chromosome4-407	Chromosome_4_RagTag-407.vcf.gz	Chromosome_4_RagTag:55100001-57100000	Chromosome4-407_out
Chromosome4-408	Chromosome_4_RagTag-408.vcf.gz	Chromosome_4_RagTag:57000001-59000000	Chromosome4-408_out
Chromosome4-409	Chromosome_4_RagTag-409.vcf.gz	Chromosome_4_RagTag:58900001-60900000	Chromosome4-409_out
Chromosome4-410	Chromosome_4_RagTag-410.vcf.gz	Chromosome_4_RagTag:60800001-62800000	Chromosome4-410_out
Chromosome4-411	Chromosome_4_RagTag-411.vcf.gz	Chromosome_4_RagTag:62700001-64700000	Chromosome4-411_out
Chromosome4-412	Chromosome_4_RagTag-412.vcf.gz	Chromosome_4_RagTag:64600001-66600000	Chromosome4-412_out
Chromosome4-413	Chromosome_4_RagTag-413.vcf.gz	Chromosome_4_RagTag:66500001-68500000	Chromosome4-413_out
Chromosome4-414	Chromosome_4_RagTag-414.vcf.gz	Chromosome_4_RagTag:68400001-70400000	Chromosome4-414_out
Chromosome4-415	Chromosome_4_RagTag-415.vcf.gz	Chromosome_4_RagTag:70300001-72300000	Chromosome4-415_out
Chromosome4-416	Chromosome_4_RagTag-416.vcf.gz	Chromosome_4_RagTag:72200001-74200000	Chromosome4-416_out
Chromosome4-417	Chromosome_4_RagTag-417.vcf.gz	Chromosome_4_RagTag:74100001-76100000	Chromosome4-417_out
Chromosome4-418	Chromosome_4_RagTag-418.vcf.gz	Chromosome_4_RagTag:76000001-78000000	Chromosome4-418_out
Chromosome4-419	Chromosome_4_RagTag-419.vcf.gz	Chromosome_4_RagTag:77900001-78916813	Chromosome4-419_out
Chromosome5-420	Chromosome_5_RagTag-420.vcf.gz	Chromosome_5_RagTag:1-2000000	Chromosome5-420_out
Chromosome5-421	Chromosome_5_RagTag-421.vcf.gz	Chromosome_5_RagTag:1900001-3900000	Chromosome5-421_out
Chromosome5-422	Chromosome_5_RagTag-422.vcf.gz	Chromosome_5_RagTag:3800001-5800000	Chromosome5-422_out
Chromosome5-423	Chromosome_5_RagTag-423.vcf.gz	Chromosome_5_RagTag:5700001-7700000	Chromosome5-423_out
Chromosome5-424	Chromosome_5_RagTag-424.vcf.gz	Chromosome_5_RagTag:7600001-9600000	Chromosome5-424_out
Chromosome5-425	Chromosome_5_RagTag-425.vcf.gz	Chromosome_5_RagTag:9500001-11500000	Chromosome5-425_out
Chromosome5-426	Chromosome_5_RagTag-426.vcf.gz	Chromosome_5_RagTag:11400001-13400000	Chromosome5-426_out
Chromosome5-427	Chromosome_5_RagTag-427.vcf.gz	Chromosome_5_RagTag:13300001-15300000	Chromosome5-427_out
Chromosome5-428	Chromosome_5_RagTag-428.vcf.gz	Chromosome_5_RagTag:15200001-17200000	Chromosome5-428_out
Chromosome5-429	Chromosome_5_RagTag-429.vcf.gz	Chromosome_5_RagTag:17100001-19100000	Chromosome5-429_out
Chromosome5-430	Chromosome_5_RagTag-430.vcf.gz	Chromosome_5_RagTag:19000001-21000000	Chromosome5-430_out
Chromosome5-431	Chromosome_5_RagTag-431.vcf.gz	Chromosome_5_RagTag:20900001-22900000	Chromosome5-431_out
Chromosome5-432	Chromosome_5_RagTag-432.vcf.gz	Chromosome_5_RagTag:22800001-24800000	Chromosome5-432_out
Chromosome5-433	Chromosome_5_RagTag-433.vcf.gz	Chromosome_5_RagTag:24700001-26700000	Chromosome5-433_out
Chromosome5-434	Chromosome_5_RagTag-434.vcf.gz	Chromosome_5_RagTag:26600001-28600000	Chromosome5-434_out
Chromosome5-435	Chromosome_5_RagTag-435.vcf.gz	Chromosome_5_RagTag:28500001-30500000	Chromosome5-435_out
Chromosome5-436	Chromosome_5_RagTag-436.vcf.gz	Chromosome_5_RagTag:30400001-32400000	Chromosome5-436_out
Chromosome5-437	Chromosome_5_RagTag-437.vcf.gz	Chromosome_5_RagTag:32300001-34300000	Chromosome5-437_out
Chromosome5-438	Chromosome_5_RagTag-438.vcf.gz	Chromosome_5_RagTag:34200001-36200000	Chromosome5-438_out
Chromosome5-439	Chromosome_5_RagTag-439.vcf.gz	Chromosome_5_RagTag:36100001-38100000	Chromosome5-439_out
Chromosome5-440	Chromosome_5_RagTag-440.vcf.gz	Chromosome_5_RagTag:38000001-40000000	Chromosome5-440_out
Chromosome5-441	Chromosome_5_RagTag-441.vcf.gz	Chromosome_5_RagTag:39900001-41900000	Chromosome5-441_out
Chromosome5-442	Chromosome_5_RagTag-442.vcf.gz	Chromosome_5_RagTag:41800001-43800000	Chromosome5-442_out
Chromosome5-443	Chromosome_5_RagTag-443.vcf.gz	Chromosome_5_RagTag:43700001-45700000	Chromosome5-443_out
