job_name	vcf_file	region	output_base
Chromosome5-444	Chromosome_5_RagTag-444.vcf.gz	Chromosome_5_RagTag:45600001-47600000	Chromosome5-444_out
Chromosome5-445	Chromosome_5_RagTag-445.vcf.gz	Chromosome_5_RagTag:47500001-49500000	Chromosome5-445_out
Chromosome5-446	Chromosome_5_RagTag-446.vcf.gz	Chromosome_5_RagTag:49400001-51400000	Chromosome5-446_out
Chromosome5-447	Chromosome_5_RagTag-447.vcf.gz	Chromosome_5_RagTag:51300001-53300000	Chromosome5-447_out
Chromosome5-448	Chromosome_5_RagTag-448.vcf.gz	Chromosome_5_RagTag:53200001-55200000	Chromosome5-448_out
Chromosome5-449	Chromosome_5_RagTag-449.vcf.gz	Chromosome_5_RagTag:55100001-57100000	Chromosome5-449_out
Chromosome5-450	Chromosome_5_RagTag-450.vcf.gz	Chromosome_5_RagTag:57000001-59000000	Chromosome5-450_out
Chromosome5-451	Chromosome_5_RagTag-451.vcf.gz	Chromosome_5_RagTag:58900001-60900000	Chromosome5-451_out
Chromosome5-452	Chromosome_5_RagTag-452.vcf.gz	Chromosome_5_RagTag:60800001-62800000	Chromosome5-452_out
Chromosome5-453	Chromosome_5_RagTag-453.vcf.gz	Chromosome_5_RagTag:62700001-64700000	Chromosome5-453_out
Chromosome5-454	Chromosome_5_RagTag-454.vcf.gz	Chromosome_5_RagTag:64600001-66600000	Chromosome5-454_out
Chromosome5-455	Chromosome_5_RagTag-455.vcf.gz	Chromosome_5_RagTag:66500001-68500000	Chromosome5-455_out
Chromosome5-456	Chromosome_5_RagTag-456.vcf.gz	Chromosome_5_RagTag:68400001-70400000	Chromosome5-456_out
Chromosome5-457	Chromosome_5_RagTag-457.vcf.gz	Chromosome_5_RagTag:70300001-72300000	Chromosome5-457_out
Chromosome5-458	Chromosome_5_RagTag-458.vcf.gz	Chromosome_5_RagTag:72200001-74200000	Chromosome5-458_out
Chromosome5-459	Chromosome_5_RagTag-459.vcf.gz	Chromosome_5_RagTag:74100001-76100000	Chromosome5-459_out
Chromosome5-460	Chromosome_5_RagTag-460.vcf.gz	Chromosome_5_RagTag:76000001-78000000	Chromosome5-460_out
Chromosome5-461	Chromosome_5_RagTag-461.vcf.gz	Chromosome_5_RagTag:77900001-79900000	Chromosome5-461_out
Chromosome5-462	Chromosome_5_RagTag-462.vcf.gz	Chromosome_5_RagTag:79800001-79934353	Chromosome5-462_out
Chromosome6-463	Chromosome_6_RagTag-463.vcf.gz	Chromosome_6_RagTag:1-2000000	Chromosome6-463_out
Chromosome6-464	Chromosome_6_RagTag-464.vcf.gz	Chromosome_6_RagTag:1900001-3900000	Chromosome6-464_out
Chromosome6-465	Chromosome_6_RagTag-465.vcf.gz	Chromosome_6_RagTag:3800001-5800000	Chromosome6-465_out
Chromosome6-466	Chromosome_6_RagTag-466.vcf.gz	Chromosome_6_RagTag:5700001-7700000	Chromosome6-466_out
Chromosome6-467	Chromosome_6_RagTag-467.vcf.gz	Chromosome_6_RagTag:7600001-9600000	Chromosome6-467_out
Chromosome6-468	Chromosome_6_RagTag-468.vcf.gz	Chromosome_6_RagTag:9500001-11500000	Chromosome6-468_out
Chromosome6-469	Chromosome_6_RagTag-469.vcf.gz	Chromosome_6_RagTag:11400001-13400000	Chromosome6-469_out
Chromosome6-470	Chromosome_6_RagTag-470.vcf.gz	Chromosome_6_RagTag:13300001-15300000	Chromosome6-470_out
Chromosome6-471	Chromosome_6_RagTag-471.vcf.gz	Chromosome_6_RagTag:15200001-17200000	Chromosome6-471_out
Chromosome6-472	Chromosome_6_RagTag-472.vcf.gz	Chromosome_6_RagTag:17100001-19100000	Chromosome6-472_out
Chromosome6-473	Chromosome_6_RagTag-473.vcf.gz	Chromosome_6_RagTag:19000001-21000000	Chromosome6-473_out
Chromosome6-474	Chromosome_6_RagTag-474.vcf.gz	Chromosome_6_RagTag:20900001-22900000	Chromosome6-474_out
Chromosome6-475	Chromosome_6_RagTag-475.vcf.gz	Chromosome_6_RagTag:22800001-24800000	Chromosome6-475_out
Chromosome6-476	Chromosome_6_RagTag-476.vcf.gz	Chromosome_6_RagTag:24700001-26700000	Chromosome6-476_out
Chromosome6-477	Chromosome_6_RagTag-477.vcf.gz	Chromosome_6_RagTag:26600001-28600000	Chromosome6-477_out
Chromosome6-478	Chromosome_6_RagTag-478.vcf.gz	Chromosome_6_RagTag:28500001-30500000	Chromosome6-478_out
Chromosome6-479	Chromosome_6_RagTag-479.vcf.gz	Chromosome_6_RagTag:30400001-32400000	Chromosome6-479_out
Chromosome6-480	Chromosome_6_RagTag-480.vcf.gz	Chromosome_6_RagTag:32300001-34300000	Chromosome6-480_out
Chromosome6-481	Chromosome_6_RagTag-481.vcf.gz	Chromosome_6_RagTag:34200001-36200000	Chromosome6-481_out
Chromosome6-482	Chromosome_6_RagTag-482.vcf.gz	Chromosome_6_RagTag:36100001-38100000	Chromosome6-482_out
Chromosome6-483	Chromosome_6_RagTag-483.vcf.gz	Chromosome_6_RagTag:38000001-40000000	Chromosome6-483_out
Chromosome6-484	Chromosome_6_RagTag-484.vcf.gz	Chromosome_6_RagTag:39900001-41900000	Chromosome6-484_out
Chromosome6-485	Chromosome_6_RagTag-485.vcf.gz	Chromosome_6_RagTag:41800001-43800000	Chromosome6-485_out
Chromosome6-486	Chromosome_6_RagTag-486.vcf.gz	Chromosome_6_RagTag:43700001-45700000	Chromosome6-486_out
Chromosome6-487	Chromosome_6_RagTag-487.vcf.gz	Chromosome_6_RagTag:45600001-47600000	Chromosome6-487_out
Chromosome6-488	Chromosome_6_RagTag-488.vcf.gz	Chromosome_6_RagTag:47500001-49500000	Chromosome6-488_out
Chromosome6-489	Chromosome_6_RagTag-489.vcf.gz	Chromosome_6_RagTag:49400001-51400000	Chromosome6-489_out
Chromosome6-490	Chromosome_6_RagTag-490.vcf.gz	Chromosome_6_RagTag:51300001-53300000	Chromosome6-490_out
Chromosome6-491	Chromosome_6_RagTag-491.vcf.gz	Chromosome_6_RagTag:53200001-55200000	Chromosome6-491_out
Chromosome6-492	Chromosome_6_RagTag-492.vcf.gz	Chromosome_6_RagTag:55100001-57100000	Chromosome6-492_out
Chromosome6-493	Chromosome_6_RagTag-493.vcf.gz	Chromosome_6_RagTag:57000001-59000000	Chromosome6-493_out
Chromosome6-494	Chromosome_6_RagTag-494.vcf.gz	Chromosome_6_RagTag:58900001-60900000	Chromosome6-494_out
Chromosome6-495	Chromosome_6_RagTag-495.vcf.gz	Chromosome_6_RagTag:60800001-62800000	Chromosome6-495_out
Chromosome6-496	Chromosome_6_RagTag-496.vcf.gz	Chromosome_6_RagTag:62700001-64700000	Chromosome6-496_out
Chromosome6-497	Chromosome_6_RagTag-497.vcf.gz	Chromosome_6_RagTag:64600001-66600000	Chromosome6-497_out
Chromosome6-498	Chromosome_6_RagTag-498.vcf.gz	Chromosome_6_RagTag:66500001-66779567	Chromosome6-498_out
Chromosome7-499	Chromosome_7_RagTag-499.vcf.gz	Chromosome_7_RagTag:1-2000000	Chromosome7-499_out
Chromosome7-500	Chromosome_7_RagTag-500.vcf.gz	Chromosome_7_RagTag:1900001-3900000	Chromosome7-500_out
Chromosome7-501	Chromosome_7_RagTag-501.vcf.gz	Chromosome_7_RagTag:3800001-5800000	Chromosome7-501_out
Chromosome7-502	Chromosome_7_RagTag-502.vcf.gz	Chromosome_7_RagTag:5700001-7700000	Chromosome7-502_out
Chromosome7-503	Chromosome_7_RagTag-503.vcf.gz	Chromosome_7_RagTag:7600001-9600000	Chromosome7-503_out
Chromosome7-504	Chromosome_7_RagTag-504.vcf.gz	Chromosome_7_RagTag:9500001-11500000	Chromosome7-504_out
Chromosome7-505	Chromosome_7_RagTag-505.vcf.gz	Chromosome_7_RagTag:11400001-13400000	Chromosome7-505_out
Chromosome7-506	Chromosome_7_RagTag-506.vcf.gz	Chromosome_7_RagTag:13300001-15300000	Chromosome7-506_out
Chromosome7-507	Chromosome_7_RagTag-507.vcf.gz	Chromosome_7_RagTag:15200001-17200000	Chromosome7-507_out
Chromosome7-508	Chromosome_7_RagTag-508.vcf.gz	Chromosome_7_RagTag:17100001-19100000	Chromosome7-508_out
Chromosome7-509	Chromosome_7_RagTag-509.vcf.gz	Chromosome_7_RagTag:19000001-21000000	Chromosome7-509_out
Chromosome7-510	Chromosome_7_RagTag-510.vcf.gz	Chromosome_7_RagTag:20900001-22900000	Chromosome7-510_out
Chromosome7-511	Chromosome_7_RagTag-511.vcf.gz	Chromosome_7_RagTag:22800001-24800000	Chromosome7-511_out
Chromosome7-512	Chromosome_7_RagTag-512.vcf.gz	Chromosome_7_RagTag:24700001-26700000	Chromosome7-512_out
Chromosome7-513	Chromosome_7_RagTag-513.vcf.gz	Chromosome_7_RagTag:26600001-28600000	Chromosome7-513_out
Chromosome7-514	Chromosome_7_RagTag-514.vcf.gz	Chromosome_7_RagTag:28500001-30500000	Chromosome7-514_out
Chromosome7-515	Chromosome_7_RagTag-515.vcf.gz	Chromosome_7_RagTag:30400001-32400000	Chromosome7-515_out
Chromosome7-516	Chromosome_7_RagTag-516.vcf.gz	Chromosome_7_RagTag:32300001-34300000	Chromosome7-516_out
Chromosome7-517	Chromosome_7_RagTag-517.vcf.gz	Chromosome_7_RagTag:34200001-36200000	Chromosome7-517_out
Chromosome7-518	Chromosome_7_RagTag-518.vcf.gz	Chromosome_7_RagTag:36100001-38100000	Chromosome7-518_out
Chromosome7-519	Chromosome_7_RagTag-519.vcf.gz	Chromosome_7_RagTag:38000001-40000000	Chromosome7-519_out
Chromosome7-520	Chromosome_7_RagTag-520.vcf.gz	Chromosome_7_RagTag:39900001-40142114	Chromosome7-520_out
Chromosome8-521	Chromosome_8_RagTag-521.vcf.gz	Chromosome_8_RagTag:1-2000000	Chromosome8-521_out
Chromosome8-522	Chromosome_8_RagTag-522.vcf.gz	Chromosome_8_RagTag:1900001-3900000	Chromosome8-522_out
Chromosome8-523	Chromosome_8_RagTag-523.vcf.gz	Chromosome_8_RagTag:3800001-5800000	Chromosome8-523_out
Chromosome8-524	Chromosome_8_RagTag-524.vcf.gz	Chromosome_8_RagTag:5700001-7700000	Chromosome8-524_out
Chromosome8-525	Chromosome_8_RagTag-525.vcf.gz	Chromosome_8_RagTag:7600001-9600000	Chromosome8-525_out
Chromosome8-526	Chromosome_8_RagTag-526.vcf.gz	Chromosome_8_RagTag:9500001-11500000	Chromosome8-526_out
Chromosome8-527	Chromosome_8_RagTag-527.vcf.gz	Chromosome_8_RagTag:11400001-13400000	Chromosome8-527_out
Chromosome8-528	Chromosome_8_RagTag-528.vcf.gz	Chromosome_8_RagTag:13300001-15300000	Chromosome8-528_out
Chromosome8-529	Chromosome_8_RagTag-529.vcf.gz	Chromosome_8_RagTag:15200001-17200000	Chromosome8-529_out
Chromosome8-530	Chromosome_8_RagTag-530.vcf.gz	Chromosome_8_RagTag:17100001-19100000	Chromosome8-530_out
Chromosome8-531	Chromosome_8_RagTag-531.vcf.gz	Chromosome_8_RagTag:19000001-21000000	Chromosome8-531_out
Chromosome8-532	Chromosome_8_RagTag-532.vcf.gz	Chromosome_8_RagTag:20900001-22900000	Chromosome8-532_out
Chromosome8-533	Chromosome_8_RagTag-533.vcf.gz	Chromosome_8_RagTag:22800001-24800000	Chromosome8-533_out
Chromosome8-534	Chromosome_8_RagTag-534.vcf.gz	Chromosome_8_RagTag:24700001-26700000	Chromosome8-534_out
Chromosome8-535	Chromosome_8_RagTag-535.vcf.gz	Chromosome_8_RagTag:26600001-28600000	Chromosome8-535_out
Chromosome8-536	Chromosome_8_RagTag-536.vcf.gz	Chromosome_8_RagTag:28500001-30500000	Chromosome8-536_out
Chromosome8-537	Chromosome_8_RagTag-537.vcf.gz	Chromosome_8_RagTag:30400001-32400000	Chromosome8-537_out
Chromosome8-538	Chromosome_8_RagTag-538.vcf.gz	Chromosome_8_RagTag:32300001-34300000	Chromosome8-538_out
Chromosome8-539	Chromosome_8_RagTag-539.vcf.gz	Chromosome_8_RagTag:34200001-36200000	Chromosome8-539_out
Chromosome8-540	Chromosome_8_RagTag-540.vcf.gz	Chromosome_8_RagTag:36100001-37051439	Chromosome8-540_out
Chromosome9-541	Chromosome_9_RagTag-541.vcf.gz	Chromosome_9_RagTag:1-2000000	Chromosome9-541_out
Chromosome9-542	Chromosome_9_RagTag-542.vcf.gz	Chromosome_9_RagTag:1900001-3900000	Chromosome9-542_out
Chromosome9-543	Chromosome_9_RagTag-543.vcf.gz	Chromosome_9_RagTag:3800001-5800000	Chromosome9-543_out
Chromosome9-544	Chromosome_9_RagTag-544.vcf.gz	Chromosome_9_RagTag:5700001-7700000	Chromosome9-544_out
Chromosome9-545	Chromosome_9_RagTag-545.vcf.gz	Chromosome_9_RagTag:7600001-9600000	Chromosome9-545_out
Chromosome9-546	Chromosome_9_RagTag-546.vcf.gz	Chromosome_9_RagTag:9500001-11500000	Chromosome9-546_out
Chromosome9-547	Chromosome_9_RagTag-547.vcf.gz	Chromosome_9_RagTag:11400001-13400000	Chromosome9-547_out
Chromosome9-548	Chromosome_9_RagTag-548.vcf.gz	Chromosome_9_RagTag:13300001-15300000	Chromosome9-548_out
Chromosome9-549	Chromosome_9_RagTag-549.vcf.gz	Chromosome_9_RagTag:15200001-17200000	Chromosome9-549_out
Chromosome9-550	Chromosome_9_RagTag-550.vcf.gz	Chromosome_9_RagTag:17100001-19100000	Chromosome9-550_out
Chromosome9-551	Chromosome_9_RagTag-551.vcf.gz	Chromosome_9_RagTag:19000001-21000000	Chromosome9-551_out
Chromosome9-552	Chromosome_9_RagTag-552.vcf.gz	Chromosome_9_RagTag:20900001-22900000	Chromosome9-552_out
Chromosome9-553	Chromosome_9_RagTag-553.vcf.gz	Chromosome_9_RagTag:22800001-24800000	Chromosome9-553_out
Chromosome9-554	Chromosome_9_RagTag-554.vcf.gz	Chromosome_9_RagTag:24700001-26700000	Chromosome9-554_out
Chromosome9-555	Chromosome_9_RagTag-555.vcf.gz	Chromosome_9_RagTag:26600001-28600000	Chromosome9-555_out
Chromosome9-556	Chromosome_9_RagTag-556.vcf.gz	Chromosome_9_RagTag:28500001-30500000	Chromosome9-556_out
Chromosome9-557	Chromosome_9_RagTag-557.vcf.gz	Chromosome_9_RagTag:30400001-32309957	Chromosome9-557_out
Chromosome9-558	Chromosome_9_RagTag-558.vcf.gz	Chromosome_9_RagTag:32300001-32309957	Chromosome9-558_out
scaffold107-559	scaffold_107-559.vcf.gz	scaffold_107:1-1931791	scaffold107-559_out
scaffold107-560	scaffold_107-560.vcf.gz	scaffold_107:1900001-1931791	scaffold107-560_out
scaffold108-561	scaffold_108-561.vcf.gz	scaffold_108:1-1850181	scaffold108-561_out
scaffold113-562	scaffold_113-562.vcf.gz	scaffold_113:1-1677491	scaffold113-562_out
scaffold128-563	scaffold_128-563.vcf.gz	scaffold_128:1-1266919	scaffold128-563_out
scaffold138-564	scaffold_138-564.vcf.gz	scaffold_138:1-1115943	scaffold138-564_out
scaffold169-565	scaffold_169-565.vcf.gz	scaffold_169:1-512014	scaffold169-565_out
scaffold188-566	scaffold_188-566.vcf.gz	scaffold_188:1-323820	scaffold188-566_out
scaffold192-567	scaffold_192-567.vcf.gz	scaffold_192:1-264112	scaffold192-567_out
scaffold216-568	scaffold_216-568.vcf.gz	scaffold_216:1-171236	scaffold216-568_out
scaffold219-569	scaffold_219-569.vcf.gz	scaffold_219:1-158132	scaffold219-569_out
scaffold225-570	scaffold_225-570.vcf.gz	scaffold_225:1-134369	scaffold225-570_out
scaffold227-571	scaffold_227-571.vcf.gz	scaffold_227:1-133561	scaffold227-571_out
scaffold228-572	scaffold_228-572.vcf.gz	scaffold_228:1-128280	scaffold228-572_out
scaffold229-573	scaffold_229-573.vcf.gz	scaffold_229:1-127713	scaffold229-573_out
scaffold88-574	scaffold_88-574.vcf.gz	scaffold_88:1-2000000	scaffold88-574_out
scaffold88-575	scaffold_88-575.vcf.gz	scaffold_88:1900001-3201262	scaffold88-575_out
ChromosomeZ-576	Chromosome_Z_RagTag-576.vcf.gz	Chromosome_Z_RagTag:1-2000000	ChromosomeZ-576_out
ChromosomeZ-577	Chromosome_Z_RagTag-577.vcf.gz	Chromosome_Z_RagTag:1900001-3900000	ChromosomeZ-577_out
ChromosomeZ-578	Chromosome_Z_RagTag-578.vcf.gz	Chromosome_Z_RagTag:3800001-5800000	ChromosomeZ-578_out
ChromosomeZ-579	Chromosome_Z_RagTag-579.vcf.gz	Chromosome_Z_RagTag:5700001-7700000	ChromosomeZ-579_out
ChromosomeZ-580	Chromosome_Z_RagTag-580.vcf.gz	Chromosome_Z_RagTag:7600001-9600000	ChromosomeZ-580_out
ChromosomeZ-581	Chromosome_Z_RagTag-581.vcf.gz	Chromosome_Z_RagTag:9500001-11500000	ChromosomeZ-581_out
ChromosomeZ-582	Chromosome_Z_RagTag-582.vcf.gz	Chromosome_Z_RagTag:11400001-13400000	ChromosomeZ-582_out
ChromosomeZ-583	Chromosome_Z_RagTag-583.vcf.gz	Chromosome_Z_RagTag:13300001-15300000	ChromosomeZ-583_out
ChromosomeZ-584	Chromosome_Z_RagTag-584.vcf.gz	Chromosome_Z_RagTag:15200001-17200000	ChromosomeZ-584_out
ChromosomeZ-585	Chromosome_Z_RagTag-585.vcf.gz	Chromosome_Z_RagTag:17100001-19100000	ChromosomeZ-585_out
ChromosomeZ-586	Chromosome_Z_RagTag-586.vcf.gz	Chromosome_Z_RagTag:19000001-21000000	ChromosomeZ-586_out
ChromosomeZ-587	Chromosome_Z_RagTag-587.vcf.gz	Chromosome_Z_RagTag:20900001-22900000	ChromosomeZ-587_out
ChromosomeZ-588	Chromosome_Z_RagTag-588.vcf.gz	Chromosome_Z_RagTag:22800001-24800000	ChromosomeZ-588_out
ChromosomeZ-589	Chromosome_Z_RagTag-589.vcf.gz	Chromosome_Z_RagTag:24700001-26700000	ChromosomeZ-589_out
ChromosomeZ-590	Chromosome_Z_RagTag-590.vcf.gz	Chromosome_Z_RagTag:26600001-28600000	ChromosomeZ-590_out
ChromosomeZ-591	Chromosome_Z_RagTag-591.vcf.gz	Chromosome_Z_RagTag:28500001-30500000	ChromosomeZ-591_out
ChromosomeZ-592	Chromosome_Z_RagTag-592.vcf.gz	Chromosome_Z_RagTag:30400001-32400000	ChromosomeZ-592_out
ChromosomeZ-593	Chromosome_Z_RagTag-593.vcf.gz	Chromosome_Z_RagTag:32300001-34300000	ChromosomeZ-593_out
ChromosomeZ-594	Chromosome_Z_RagTag-594.vcf.gz	Chromosome_Z_RagTag:34200001-36200000	ChromosomeZ-594_out
ChromosomeZ-595	Chromosome_Z_RagTag-595.vcf.gz	Chromosome_Z_RagTag:36100001-38100000	ChromosomeZ-595_out
ChromosomeZ-596	Chromosome_Z_RagTag-596.vcf.gz	Chromosome_Z_RagTag:38000001-40000000	ChromosomeZ-596_out
ChromosomeZ-597	Chromosome_Z_RagTag-597.vcf.gz	Chromosome_Z_RagTag:39900001-41900000	ChromosomeZ-597_out
ChromosomeZ-598	Chromosome_Z_RagTag-598.vcf.gz	Chromosome_Z_RagTag:41800001-43800000	ChromosomeZ-598_out
ChromosomeZ-599	Chromosome_Z_RagTag-599.vcf.gz	Chromosome_Z_RagTag:43700001-45700000	ChromosomeZ-599_out
ChromosomeZ-600	Chromosome_Z_RagTag-600.vcf.gz	Chromosome_Z_RagTag:45600001-47600000	ChromosomeZ-600_out
ChromosomeZ-601	Chromosome_Z_RagTag-601.vcf.gz	Chromosome_Z_RagTag:47500001-49500000	ChromosomeZ-601_out
ChromosomeZ-602	Chromosome_Z_RagTag-602.vcf.gz	Chromosome_Z_RagTag:49400001-51400000	ChromosomeZ-602_out
ChromosomeZ-603	Chromosome_Z_RagTag-603.vcf.gz	Chromosome_Z_RagTag:51300001-53300000	ChromosomeZ-603_out
ChromosomeZ-604	Chromosome_Z_RagTag-604.vcf.gz	Chromosome_Z_RagTag:53200001-54445659	ChromosomeZ-604_out
