K Run Tem Iterate   Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   7  20   30100  12.3768 34:30:17 -2.19800713527E+06 -2.19053969418E+06  0.15565  0.14796  0.11630  0.09973  0.11016  0.00983  0.00445  0.01981  0.01405  0.03027
5   7  21   31300  10.5075 36:30:17 -2.19844536298E+06 -2.19053969418E+06  0.15565  0.14796  0.11630  0.09973  0.11016  0.00983  0.00445  0.01981  0.01405  0.03027
5   7  22   32600   8.9117 38:30:17 -2.19734431445E+06 -2.19053969418E+06  0.15630  0.14822  0.11610  0.09346  0.11290  0.00964  0.00834  0.01981  0.02721  0.02075
5   7  23   33900   6.3336 40:30:17 -2.19791773236E+06 -2.19053969418E+06  0.15109  0.15677  0.11774  0.14493  0.10936  0.00056  0.01381  0.01981  0.00359  0.02346
5   7  24   35200   4.9756 42:30:17 -2.19736490857E+06 -2.19053969418E+06  0.15137  0.15203  0.11619  0.11117  0.10636  0.00934  0.00486  0.01981  0.01543  0.02537
5   7  25   36400   9.5116 44:30:17 -2.19808237731E+06 -2.19053969418E+06  0.15457  0.15121  0.11615  0.09958  0.11000  0.00567  0.00677  0.01981  0.01405  0.03027
5   7  26   37700   3.8806 46:30:17 -2.19771087841E+06 -2.19053969418E+06  0.15457  0.15121  0.11615  0.09958  0.11000  0.00567  0.00677  0.01981  0.01405  0.03027
5   7  27   38900   8.3146 48:30:17 -2.19718835971E+06 -2.19053969418E+06  0.14897  0.15526  0.11619  0.09961  0.11004  0.01303  0.00396  0.01981  0.01405  0.03027
5   7  28   40200   5.3412 50:30:17 -2.19750039662E+06 -2.19053969418E+06  0.15091  0.15765  0.11677  0.11176  0.10694  0.00178  0.00856  0.01981  0.01543  0.02537
5   7  29   41400   1.0000 52:30:17 -2.19777169529E+06 -2.19053969418E+06  0.15462  0.15126  0.11620  0.11118  0.10637  0.00567  0.00677  0.01981  0.01543  0.02537
5   7  29   42600   2.9861 54:30:17 -2.19738466318E+06 -2.19053969418E+06  0.15462  0.15126  0.11620  0.11118  0.10637  0.00567  0.00677  0.01981  0.01543  0.02537
5   7 200   42715   0.0000 54:30:17 -2.19053969418E+06 -2.19053969418E+06  0.15126  0.11620  0.11118  0.10637  0.15462  0.00677  0.01981  0.01543  0.02537  0.00567
