K Run Tem Iterate   Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   1   8   11200  19.1489 30:22:17 -2.20257773785E+06 -2.20084026394E+06  0.17987  0.14368  0.15696  0.12300  0.14380  0.00835  0.02034  0.01653  0.01510  0.03131
5   1   9   12700  16.7742 32:22:17 -2.20385556027E+06 -2.20084026394E+06  0.17946  0.14067  0.16070  0.14072  0.13418  0.00835  0.02393  0.01181  0.02101  0.02448
5   1   9   12800  19.1176 32:22:17 -2.20131576871E+06 -2.20084026394E+06  0.17946  0.16070  0.14067  0.14072  0.13418  0.00835  0.01181  0.02393  0.02101  0.02448
5   1  10   14100  21.8487 34:22:17 -2.20451668095E+06 -2.20072868354E+06  0.17925  0.14606  0.15390  0.12978  0.13696  0.00835  0.01582  0.02193  0.01800  0.02945
5   1  11   15600  19.7861 36:22:17 -2.20183741259E+06 -2.20072868354E+06  0.17894  0.14587  0.18829  0.11893  0.14282  0.00835  0.02477  0.00406  0.03199  0.02105
5   1  12   17000   8.7432 38:22:17 -2.20189801045E+06 -2.20072868354E+06  0.17936  0.15137  0.14570  0.13008  0.14023  0.00835  0.01947  0.01989  0.01405  0.03027
5   1  13   18500  15.6489 40:22:17 -2.20161868705E+06 -2.20072868354E+06  0.18054  0.14290  0.15439  0.11767  0.14880  0.00835  0.01245  0.02810  0.02380  0.02378
5   1  14   19900  12.9412 42:22:17 -2.20309492833E+06 -2.20072868354E+06  0.17974  0.15407  0.14573  0.14173  0.13704  0.00835  0.02265  0.01686  0.01543  0.02537
5   1  15   21300  14.5631 44:22:17 -2.20113373627E+06 -2.20072868354E+06  0.17974  0.14573  0.15407  0.14173  0.13704  0.00835  0.01686  0.02265  0.01543  0.02537
5   1  16   22700  14.3646 46:22:17 -2.20111066814E+06 -2.20072868354E+06  0.17960  0.14564  0.14879  0.13034  0.14048  0.00835  0.01839  0.02114  0.01405  0.03027
5   1  17   24100  11.0553 48:22:17 -2.20142425986E+06 -2.20072868354E+06  0.18177  0.15027  0.15092  0.17515  0.14055  0.00835  0.01475  0.02547  0.00359  0.02346
5   1  18   25400  12.1951 50:22:17 -2.20153145093E+06 -2.20072867750E+06  0.18004  0.14936  0.14559  0.14204  0.13735  0.00835  0.01449  0.02482  0.01543  0.02537
5   1  18   25600  10.9034 50:22:17 -2.20123391238E+06 -2.20072867750E+06  0.18004  0.14559  0.14936  0.14204  0.13735  0.00835  0.02482  0.01449  0.01543  0.02537
5   1  18   26700  11.4583 52:22:17 -2.20117814447E+06 -2.20072867750E+06  0.17954  0.14395  0.15631  0.14152  0.13684  0.00835  0.01821  0.02039  0.01543  0.02537
5   1  19   28100  10.4487 54:22:17 -2.20215642791E+06 -2.20072867750E+06  0.17994  0.14514  0.15429  0.14193  0.13725  0.00835  0.01599  0.02123  0.01543  0.02537
5   1  20   29400   8.1777 56:22:17 -2.20079518595E+06 -2.20072867750E+06  0.17994  0.14514  0.15429  0.14193  0.13725  0.00835  0.01599  0.02123  0.01543  0.02537
5   1  21   30800   7.0387 58:22:17 -2.20157001511E+06 -2.20072867750E+06  0.17988  0.15902  0.14204  0.14187  0.13719  0.00835  0.01696  0.01799  0.01543  0.02537
5   1  22   32100   6.5942 00:23:17 -2.20121878627E+06 -2.20072867750E+06  0.17956  0.15232  0.14288  0.13030  0.14045  0.00835  0.02244  0.01686  0.01405  0.03027
5   1  23   33500   7.7861 02:23:17 -2.20111163602E+06 -2.20072867750E+06  0.17951  0.14976  0.14735  0.13024  0.14039  0.00835  0.02529  0.01207  0.01405  0.03027
5   1  24   34800   4.0531 04:23:17 -2.20090523241E+06 -2.20072867750E+06  0.17909  0.14151  0.15907  0.12981  0.13996  0.00835  0.01934  0.01739  0.01405  0.03027
5   1  25   36100   4.1667 06:23:17 -2.20108271384E+06 -2.20072867750E+06  0.17909  0.15907  0.14151  0.12981  0.13996  0.00835  0.01739  0.01934  0.01405  0.03027
5   1  26   37400   4.4619 08:23:17 -2.20119856663E+06 -2.20072867750E+06  0.17957  0.15120  0.14556  0.13030  0.14045  0.00835  0.01495  0.02246  0.01405  0.03027
5   1  27   38700   2.8487 10:23:17 -2.20094275095E+06 -2.20072867750E+06  0.18098  0.16015  0.14319  0.13800  0.14283  0.00835  0.01696  0.01799  0.00912  0.02761
5   1 200   39248   0.0000 10:23:17 -2.20072867750E+06 -2.20072867750E+06  0.18098  0.14319  0.16015  0.13800  0.14283  0.00835  0.01799  0.01696  0.00912  0.02761
