K Run Tem Iterate   Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   3  10   13700  15.6522 05:25:17 -2.19790760299E+06 -2.19050826639E+06  0.14687  0.15804  0.11626  0.09969  0.11011  0.00220  0.01146  0.01981  0.01405  0.03027
5   3  11   15100  16.5017 07:25:17 -2.19997034114E+06 -2.19050826639E+06  0.15165  0.15137  0.11618  0.09961  0.11003  0.00859  0.00743  0.01981  0.01405  0.03027
5   3  12   16500  14.5494 09:25:17 -2.19746072080E+06 -2.19050826639E+06  0.15137  0.15165  0.11618  0.09961  0.11003  0.00743  0.00859  0.01981  0.01405  0.03027
5   3  13   17900  12.9244 11:25:17 -2.19902653766E+06 -2.19050826639E+06  0.14420  0.15995  0.11622  0.09965  0.11007  0.00142  0.01343  0.01981  0.01405  0.03027
5   3  14   19300   2.7115 13:25:17 -2.19053970077E+06 -2.19050826310E+06  0.14643  0.11631  0.09368  0.11311  0.15430  0.00021  0.01981  0.02721  0.02075  0.01767
5   3  15   20900   1.8425 15:25:17 -2.19050826310E+06 -2.19050826310E+06  0.14776  0.11364  0.14093  0.10472  0.11570  0.00835  0.01981  0.00359  0.02005  0.02311
5   3  16   22500   1.7147 17:25:17 -2.19115918443E+06 -2.19050826310E+06  0.14822  0.11412  0.14139  0.10638  0.12165  0.00835  0.01981  0.00359  0.01024  0.02906
5   3  18   24100   1.1236 19:25:17 -2.19050826310E+06 -2.19050826310E+06  0.14773  0.11362  0.14091  0.11008  0.11699  0.00835  0.01981  0.00359  0.02193  0.01390
5   3  19   25600   0.3968 20:25:17 -2.19050826310E+06 -2.19050826310E+06  0.14773  0.11362  0.14091  0.11008  0.11699  0.00835  0.01981  0.00359  0.02193  0.01390
5   3  19   25700   1.0667 21:25:17 -2.19076003763E+06 -2.19050826310E+06  0.14773  0.11362  0.14091  0.11699  0.11008  0.00835  0.01981  0.00359  0.01390  0.02193
5   3  20   27300   1.2442 23:25:17 -2.19050826310E+06 -2.19050826310E+06  0.14773  0.11362  0.14091  0.11008  0.11699  0.00835  0.01981  0.00359  0.02193  0.01390
5   3  21   28900   0.9761 25:25:17 -2.19050826970E+06 -2.19050826310E+06  0.14852  0.11443  0.14170  0.11467  0.11617  0.00835  0.01981  0.00359  0.01900  0.01639
5   3 200   29514   0.0000 25:25:17 -2.19050826310E+06 -2.19050826310E+06  0.14852  0.11443  0.14170  0.11617  0.11467  0.00835  0.01981  0.00359  0.01639  0.01900
