K Run Tem Iterate   Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   9  10   15500  15.5918 55:32:17 -2.20386603791E+06 -2.20072867750E+06  0.18172  0.15000  0.14983  0.17511  0.14051  0.00835  0.01034  0.02743  0.00359  0.02346
5   9  11   16900  16.2029 57:32:17 -2.20355504622E+06 -2.20072867750E+06  0.17913  0.14832  0.14698  0.12307  0.14207  0.00835  0.01512  0.02426  0.01676  0.03542
5   9  12   18400  15.7855 59:32:17 -2.20110853277E+06 -2.20072867750E+06  0.17891  0.14219  0.15272  0.12894  0.13208  0.00835  0.02250  0.01907  0.02310  0.03173
5   9  13   19800  15.1326 01:33:17 -2.20162809005E+06 -2.20072867750E+06  0.17891  0.14219  0.15272  0.12894  0.13208  0.00835  0.02250  0.01907  0.02310  0.03173
5   9  14   21200  16.7328 03:33:17 -2.20228576218E+06 -2.20072867750E+06  0.17955  0.14831  0.14746  0.12439  0.14330  0.00835  0.02682  0.01197  0.02721  0.02075
5   9  15   22600  12.3994 05:33:17 -2.20141282494E+06 -2.20072867750E+06  0.18001  0.15181  0.14755  0.14201  0.13732  0.00835  0.02311  0.01664  0.01543  0.02537
5   9  16   23900  14.1314 07:33:17 -2.20179832439E+06 -2.20072867750E+06  0.17876  0.14280  0.15516  0.11874  0.14733  0.00835  0.02149  0.01672  0.02331  0.02571
5   9  17   25300  10.3226 09:33:17 -2.20139660401E+06 -2.20072867750E+06  0.17943  0.15211  0.14568  0.13016  0.14030  0.00835  0.00972  0.02697  0.01405  0.03027
5   9  17   25600  11.4525 09:33:17 -2.20185735393E+06 -2.20072867750E+06  0.17943  0.14568  0.15211  0.13016  0.14030  0.00835  0.02697  0.00972  0.01405  0.03027
5   9  18   26600  10.1344 11:33:17 -2.20172829805E+06 -2.20072867750E+06  0.17921  0.14871  0.14572  0.13665  0.13206  0.00835  0.02533  0.01282  0.02171  0.02655
5   9  19   28000  10.3125 13:33:17 -2.20139892303E+06 -2.20072867750E+06  0.17921  0.14871  0.14572  0.13665  0.13206  0.00835  0.02533  0.01282  0.02171  0.02655
5   9  20   29300   8.6391 15:33:17 -2.20180526558E+06 -2.20072867750E+06  0.17928  0.15287  0.14813  0.13001  0.14016  0.00835  0.01828  0.01949  0.01405  0.03027
5   9  21   30600   9.5238 17:33:17 -2.20080737748E+06 -2.20072867750E+06  0.17929  0.14652  0.15513  0.12411  0.14303  0.00835  0.01719  0.01966  0.02721  0.02075
5   9  22   32000   9.0439 19:33:17 -2.20155188522E+06 -2.20072867750E+06  0.17954  0.15823  0.15067  0.14152  0.13683  0.00835  0.01312  0.02042  0.01543  0.02537
5   9  23   33300   6.4715 21:33:17 -2.20156136545E+06 -2.20072867750E+06  0.17994  0.14762  0.14832  0.14194  0.13726  0.00835  0.02409  0.01500  0.01543  0.02537
5   9  24   34600   4.5028 23:33:17 -2.20072868354E+06 -2.20072867750E+06  0.17994  0.14762  0.14832  0.14194  0.13726  0.00835  0.02409  0.01500  0.01543  0.02537
5   9  25   35900   4.8223 25:33:17 -2.20079519248E+06 -2.20072867750E+06  0.18102  0.14832  0.15069  0.13804  0.14286  0.00835  0.02411  0.01739  0.00912  0.02761
5   9  26   37200   3.8732 27:33:17 -2.20103305658E+06 -2.20072867750E+06  0.17938  0.15370  0.14536  0.13011  0.14025  0.00835  0.02265  0.01686  0.01405  0.03027
5   9  27   38500   4.6154 29:33:17 -2.20135956152E+06 -2.20072867750E+06  0.17938  0.15370  0.14536  0.13011  0.14025  0.00835  0.02265  0.01686  0.01405  0.03027
5   9  27   39700   3.5309 31:33:17 -2.20097305072E+06 -2.20072867750E+06  0.17988  0.14204  0.15902  0.14187  0.13719  0.00835  0.01799  0.01696  0.01543  0.02537
5   9 200   39754   0.0000 31:33:17 -2.20072867750E+06 -2.20072867750E+06  0.17988  0.14204  0.15902  0.13719  0.14187  0.00835  0.01799  0.01696  0.02537  0.01543
